"consignee","product","weightKG"
"UNITED CARGO MANAGEMENT, INC","01 CONTAINER 40 HC S.L.A.C. 19 CRATES WI TH 722 SHEETS OF PINE PLYWOOD C+/C REPAIR ED & TOUCH-SANDED ONE SIDE, PHENOLIC EXTE RIOR GLUEING. 2.440 X 1.220 X 24MM 31/32' CERTIFICATION(S):TECO GLUE LINES, CE4. R EFERENCE: PAL-619-14 PO: 73748593 RE: 14/ 1456930-001 SD:2141130957/0 NCM:44123900 NET WEIGHT 25.791,00 KG SHIPPED ON BOARD FREIGHT COLLECT FREIGHT AS PER AGREEMENT WOOD SPECIES SOUTHERN YELLOW PINE. ORIGIN FROM BRAZIL WE HEREBY CERTIFY THAT ALL W OOD PACKING MATERIAL USED IN OUR PLYWOOD UNITS WERE SUBMITED TO TREATMENT TO ATTEN D THE ISPM 15. REFERENCE TYPE (ABT) - 441 23900",11723
"NISHIMOTO TRADING CO., LTD.","PALSTIC DISPOSABLE FOOD CONTAINER PLASTIC FOOD CONTAINER - AS PER ATTCHED SHEETS - INVOICE NO.71823TR090 PALSTIC DISPOSABLE FOOD CONTAINER",2784
"UNITED CARGO MANAGEMENT, INC","2300 CTN GIRLS COTTON KNIT TOPS WITH WOVEN STYLE NO 750450KM L/C 520714J DT 10.11.07 UCMICTG52289 DULY SIGNED BY NEGOTIATING",4830
"BLUE TRAIL LLC.","1.500 CART. FROZEN ECUADORIAN RAW PEELED IQF SHRIMP SHIPPED ON BOARD, DECLARED CLEAN BY SHIPPER FREIGHT PREPAID FUE 1761868 POL.EXP. 13.607.91 KN - 15.649.20 KB PLACE OF DELIVERY RICH PRODUCTS CORPORATION 3555 E. 14TH STREET BROWNSVILLE, TX 78520 ATTN.: ALEX MARTINEZ/ERIC DE VELASCO OR ADAN CRUZ PHONO: (956) 542-0001 STOWED IN A REEFER CONTAINER, SET AT SHIPPERS REQUESTED, CARRIAGE TEMPERATURE OF -18.0 DEGREES CELSIUS.",15649
"NATIONAL FISH AND SEAFOOD INC.","33,300 LBS -1,850 CARTONS- OF FROZEN IQF COOKED PEELED AND DEVEINED TAIL-ON -CPTO- WHITE SHRIMP 70-90 COUNT PER LB ORIGIN - THAILAND BRAND - WALMART SPECIE - PENAEUS VANNAMEI PACKING - 24X12 OZ BAGS PER MASTER CARTON PURCHASE ORDER NO.248841 -CUSTOMS-FDA CLEARANCE AT DESTINATION DALLAS,TX,U.S.A. AND PRODUCT TO BE STORED IN THECONTAINER SET AT MINUS 21 DEGREES CENTIGRADE OR COOLER- ; CARGO IS STOWED IN A REFRIGERATED CONTAINER SET AT THE SHIPPER-S REQUESTED CARRYING TEMPERATURE OF MINUS TWENTY ONE --21- DEGREESCELSIUS",17575
"HARAM CHRISTENSEN CORP.","NON ALCOHOLIC MALTDRINK HS: 22029010 PACKED ON 6 PALLETS",4010
"E AND J LAWRENCE","MAN S 100% COTTON SHIRTS THIS SHIPMENTC ONTAINS NO WOOD PACKAGING MATERIAL.",1400
"CHETAK CHICAGO LLC.","FREIGHT COLLECT 1 X 40-RH CONTAINER CARTONS ONLY S/BILL NO:1318999 & 1319008 DT: DTD:24/04/08 NET WT:13579.584 KGS CONTAINER SET AT THE SHIPPER-S",16058
"QUIRCH FOODS INC","P.O.306048 1150 CTNS FROZEN TILAPIAFILLETS,2 5OZ,VACUUM PACKED FREIGHT PREPAIDINCLUDING THE DDC CHARGES TEMPERATURE AT-18C OR LOWER VENTILATION:CLOSE THISSHIPMENT CONTAINS NO SOLID WOOD PACKINGMATERIALS",21450
"WALONG MARKETING, INC.","INSTANT NOODLES",12510
"JFC INTERNATIONAL INC.","PASTA (UNCOOKED; NOT CONTAINING EGG JAPANESE STYLE NOODLE W/O SOUP ORDER NO.0122842 S/C NO.602006 INV.NO.479-07 'NO-WPM'",19102
"VOLKSWAGEN GROUP OF AMERICA NORTH A","PACKAGE (S) VEHICLE PARTS HS-CODE: 700721 830120 391910 700910 830210 392630 731815 830230 392690 731816 840991 400931 731822 840999 400942 731824 841899 401693 731829 842123 401699 732690 842139 842199 853690 870870 842490 853710 870880 848180 854420 870891 848310 854430 870893 848490 854720 870899 851110 870810 902680 851230 870829 903180 851290 870830 903210 853610 870840 903220 853641 870850 961380 853650 12-061EUUS AMS FILING THROUGH MSC DIRECT FOB CHARGES PREPAID ALL OTHER CHARGES COLLECT 459E52AABKN",8120
"PEGASUS MARITIME INC.","STAINLESS STEEL BRIGHT BAR OU 7223.00 PLACE OF DELIVERY:TUL",17884
"NEPTUNE LINES INC","TRACK LAYING BUL/ANGLDZERS,NEWDISASSEMBLED PARTS SPARE PARTTRACK LAYING BUL/ANGLDZERS,NEWHYDRAULIC EXCAVATOR PC220LC",23125
"BLACKHAWK MARKETING LLC","INSULATED CAN COOLERCLEAR AT PORT OF DISCHARGEPROGRAME TYPE: 75 SUMMER1 GAL ICED TEA SQUAREPO NO.22461STYLE NO.75000565ICE BLOCKSPO NO.22461STYLE NO.7500056812OZ COOL ZOOEY FLIPTOPSPO NO.22461STYLE NO.75001091INSULATED CAN COOLERPO NO.22461STYLE NO.7500109216OZ GEL TUMBLERPO NO.22461STYLE NO.750010958OZ MARTINIPO NO.22461STYLE NO.7500109616OZ PILSNERPO NO.22461STYLE NO.75001097MARTINI SHAKERPO NO.22461STYLE NO.75001098LARGE SALAD CONTAINERPO NO.22461STYLE NO.7500109964OZ CHUGGERPO NO.22461STYLE NO.7500133918OZ INFUSIONPO NO.22461STYLE NO.7500134028OZ INFUSIONPO NO.22461STYLE NO.75001341NO WOOD PACKAGING MATERIALTHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAMETHE SAME",6441
"WALONG MARKETING INC.","FOOD PREPARATIONS NESOI 461CTNS TOMO-SEASON BAMBOOSHOOTS 176CTNS TOMO-PICKLED CUCUMBER SLICED 220CTNS TOMO-PICKLED LETTUCE SLICED352CTNS TOMO-SEASON CRISP",18874
"H.C.FOODS CO.,LTD","COUNT AND WEIGHT CONTAINER(S) SEALED BY SHIPP2X20- CY/CY 2 CNTRS. 4,050 CARTONS 'FREIGHT COLLECT' LACTASOY UHT SOYMILK 250 ML. -PLAIN SWEETENED (8.45 OZ. X 36 PACKS) (BOX DIMENSION 0203X0107X0502) FCE NO. 11350 SID NO. 02-05-30/015 FOOD FACILITY REGISTRATION NUMBER: 1684403117HS CODE : 2202.90.2000 HB/L: ACU134681 HMM HB/L: HDMUTHCA0536290A HD122106/2,025 CTNS/GW.20,756.25 KGS. HD122112/2,025 CTNS/GW.20,756.25 KGS. SHIPPER : LACTASOY CO.,LTD. 3532 SUKHUMVIT RD.,BANGNA, BANGKOK 10260 THAILAND CONSIGNEE : H.C.FOODS CO.,LTD 6414 GAYHART STREET, COMMERCE,CA 90040 U.S.A. COUNT AND WEIGHT CONTAINER(S) SEALED BY SHIPP2X20- CY/CY 2 CNTRS. 4,050 CARTONS 'FREIGHT COLLECT' LACTASOY UHT SOYMILK 250 ML. -PLAIN SWEETENED (8.45 OZ. X 36 PACKS) (BOX DIMENSION 0203X0107X0502) FCE NO. 11350 SID NO. 02-05-30/015 FOOD FACILITY REGISTRATION NUMBER: 1684403117HS CODE : 2202.90.2000 HB/L: ACU134681 HMM HB/L: HDMUTHCA0536290A HD122106/2,025 CTNS/GW.20,756.25 KGS. HD122112/2,025 CTNS/GW.20,756.25 KGS. SHIPPER : LACTASOY CO.,LTD. 3532 SUKHUMVIT RD.,BANGNA, BANGKOK 10260 THAILAND CONSIGNEE : H.C.FOODS CO.,LTD 6414 GAYHART STREET, COMMERCE,CA 90040 U.S.A.",41513
"VICTORY SEAFOOD INC.","FROZEN RAW PEELED DEVEINED TAIL ON ROUND AS PER # PO 023/2013 VSF PO # 023/2013-047 FROZEN RAW PEELED DEVEINED TAIL ON ROUND BUTTERFLY WHITE('VANNAMEI') SHRIMP 'IQF' 'FARM RAISED' NO BRAND SIZE 31/40 PACKING 4X5LBS/CTD PRODUCT ORIGIN OF THAILAND FINAL WAREHOUSE AT PREFERRED FREEZER SOUTH FLORIDA 12855 NW 113TH COURT MIAMI,FL 33178 USA. PHONE 305-885-2200 FAX 305-885-0094 REEFER CONTAINERTEMPERATURE SET AT -18.0 C.",12712
"MOUNT DORA FARMS","PLASTIC BAGS PROCESSED JALAPENO PEPPERS SET IN BRINE PLASTIC BAGS PROCESSED JALAPENO PEPPERS SET IN BRINE PLASTIC BAGS PROCESSED JALAPENO PEPPERS SET IN BRINE PLASTIC BAGS PROCESSED JALAPENO PEPPERS SET IN BRINE",75999
"WAL-MART STORES INC. USA","1300 CASES FRESH CLEMENTINES ON 20 PALLETS LABEL : RIO KING P.O...5755135433; 553974386; VENDOR STOCK : CLEM CL BBT INSPECTION ORIGEN FREIGHT COLLECT",21840
"WAL-MART STORES INC","FOLDING FABRIC TABLE S/C NO:05-0242 GLN NO:0078742000008 SEA-WAY BILL FOLDING FABRIC TABLE S/C NO:05-0242 GLN NO:0078742000008 SEA-WAY BILL METAL FURNITURE NESOI",40081
"LAWRENCE WHOLESALE LLC 4353 EXCHA","FROZEN BONELESS BEEF NET WEI GHT: 42,000LBS GRS WEIGHT ( LBS): 43,750.00 LBS 19,051.0 8 KLS NETOS TARA (LBS): 684",19886
"FIRMENICH DE MEXICO SA DE CV","LOADED WITH 1 STEEL DRUM SAID TO CONTAIN ETHYL TARTRATE HS CODE: 2918.12",117
"WOODBOIS INT. APS","OF ACAJOU SAWN TIMBER CONTRAT OF ACAJOU SAWN TIMBER CONTRAT OF ACAJOU SAWN TIMBER CONTRAT OF ACAJOU SAWN TIMBER CONTRAT OF ACAJOU SAWN TIMBER CONTRAT OF ACAJOU SAWN TIMBER CONTRAT OF ACAJOU SAWN TIMBER CONTRAT",122885
"HIGH LINER FOODS INC.","FROZEN HADDOCK FILLETS FROZEN MSC HADDOCK FILLETS",20850
"SUNNYVALE SEAFOOD","FROZEN GOLDEN POMPANO (FARM RAISED) PO#33879 TEMP: -18C VENT: CLOSED TEMPERATURE SET AT -18 DEGREES CENTIGRADE PRODUCT OF CHINA",22200
"CARNIVAL CRUISE LINES AT CENTERGATE","GUITAR AMPLIFIER IN ROAD CASE. VALUE:$150.00.MADE IN MEXICO. TO BE OFFLOADED AND NOT TO BERETURNED BACK ONBOARD. CF 10.151. ATTN:ROBERT KING.",40
"JMA USA INC","ACCESSORIES & SUPPLIES, KEY MACHINE",128
"FIRST CHOICE SEAFOOD, INC","FROZEN SHRIMP 50000.00 LN 22727.27 KN 25454.55 KB DAE: 028-2015-40-00799367",25454
"COSTCO WHOLESALE CORPORATION999 LAK","WOODEN-METAL OFFICE CHAIR PO 179-0328684 S-C#GB14-0122 AMS PREPAID IF APPLICABLE CPSIA URL -WWW. COSTCOCPSIA.COM FREIGHT COLLECT - 5118 NICOLECHAU@LFPRODUCTS.COM",7085
"QUIRCH FOODS COMPANY","FROZEN BONE-IN GOATASSORTED CUTS",23849
"CARNIVAL CRUISE LINES AT CENTERGATE","3 USED GLASS AND 8 EEPROMS, VALUE$80, MADE INUS, TO BE OFFLOADED AND NTBROB, 10.151",10
"PEGASUS IMPORTS, LLC","FROZEN SHRIMP",15959
"FAMILY DELIGHT FOODS INC","80 DRUMS ON 20 PALLETS PEAR PUREE 30 32 BRIX 55 GL PO726445 PED.19615519 OCTUBRE 2014 E-387677 CARGO LOADED IN DRY CONTAINERS AS PER SHIPPER S CONSIGNEE S REQUEST AND RISK ON FCL FCL BASIS. CARRIER NOT TO BE RESPONSIBLE FOR ARRIVAL CONDITION QUALITY OF CARGO AT PORT OF DISCHARGE",20676
"HIGH LINER FOODS (USA), INC.","FROZEN ALASKAN POLLOCK FILLETS BLOCK",25200
"M/S BEST FOOD INC","PAKISTAN SUPER KERNAL WHITE RICE",21590
"PEGASUS MARITIME INC.","1 X 40- HC CONTAINERTOTAL 846 CARTONSTOTAL EIGHT HUNDRED FORTY SIX CARTONS ONLY100 VISCOSE 100 POLYESTER WOVEN SCARF COT/RAYON LADIES READYMADE GARMENTS100 COTTON P/L LADIES READYMADE GARMENTS COTP/L LADIES TOP DRESS SKIRT TEXTILE PIECE GOOREADYMADE GARMENTS / IMITATION JEWELLERY /VISITING CARDS CH Z BIORE 100 ORGANIC COTTOYARN COMBED HOSIERY, WAXED Z TWIST STAINLESSSTEEL ROUGH / MACHINED CASTINGS INDIAN HANDKNOTTED WOOLLEN CARPETS MACHINERY ITEMS SPACESTEELTSE HUB CARBSTEELTS COUPLINGRING WRPMCARBSTEEL BOLT SET O STDCONSL CARBSTEELACARBSTEELTSKS GUARDRINGASS STDCONSTSKS BOLT SOWRPM O-STDCONSLS COUPLINGRING CARBSTEELCPATCARBSTEEL LARGEHUB CARBSTEELTSKS 100 COTTONSHORTS. MOULDED RUBBER PARTS 100 COTTON P/LADIES DRESS NRB BRAND BEARINGS DEMENTHOLISEDPEPPERMINT OIL(EX-MENTHA ARVENSIS) 100 COTTON WHITE DRESS100 COTTON TERRY TOWELS MADEUPS100 COTTON TERRY TOWELS MADEUPSUNDER SCAC CODE : PGSM652 PKGS14396 .171 KGSCOTTON AND COTTON LUREX P/L LADIES SHIRTS WITHANGERSHTS CODE : 62063000UNDER SCAC CODE : MIQO163 PKGS769.000 KGS73.8 RAYON 22.5 COTTON 2.2 METALIC 1.3 NY0.2 SPANDEX WOVEN LADIES SCARVESHTS CODE : 62143000UNDER SCAC CODE : HTGM31 PKGS277.010 KGSHBL MUM2708 , MUM2707 , MUM2710 , NOBCGO09, PWL11120482 NOBCGO09907 , NOBHOU10098ZASMUM121838NYK1200252 635NSTKAN198 NOBNYK10103NOBCHS10106 NOBNYK10111 CC1407 TOPBOM120671TOPBOM120672H S CODE : 62114290 62044220 62045200 , 62061/ 54071019 / 7117909048201090 / 42022290 / 49090010 / 62041200 /62031990 / 62041990 5205 2210 7325.99.500057011000 62034200 4016933062044220 84829119 330125 62044220 6302600063026000SCAC CODE : PGSMFREIGHT COLLECTDDC COLLECT",19342
"HELLMANN WORLDWIDE LOGISTICS INC","PISTON, PIN, CIRCLIPS 11248 PISTONS 11248 PINS AND CRICLIPS 4640 AS PER BUYER ORDER NO.M070912-00 DTD.12.09.2007 IEC NO.0592060161 INV.NO.EX/172/P S.BILL NO.1058982",9655
"NISSIN INTERNATIONAL TRANSPORT","ALPHO DRY FILM PHOTO RESISTPHOTOGRAPHIC FILM,UNEXPOSED. 24 ROLLS",6430
"Brunswick Bowling & Billiards Corp.","BOWLING ALLEY AND SUPPLIESBOWLING ALLEY AND SUPPLIES",10645
"MACK TRUCKS","PACKAGES TRUCKPARTS SPLIT FROM S6-355836 4 OF 5 CHARGES ON B/L S6-357276",98
"NEPTUNE INTERNATIONAL GROUP INCORPO","FURNITURE(KITCHEN ISLAND CABINET)",38400
"HELLMANN WORLDWIDE LOGISTICS, INC.","GUARGUM TREATED GUARGUM TREATED PULVERISED IN POWDER FORM GUAR 250 (NP 35) GRADE (ONE THOUSAND FIVE HUNDRED TWENTY ONLY) 25 KGS NETT, PACKED IN 1520 VALVE TYPE KRAFT PAPER BAGS S.B.NO.6677244 DTD 29 JUL 2013 BUYER PO NO 4500954151 BUYER PO NO 4500954154",38465
"PREFERRED FREEZER SERVICES","OF FROZEN LAMB MECHANICALLY DEBONED MEAT, UNDENATURED, SHRINKWRAPPED BLOCK COUNT 1080 (36 BLOCKS/PALLET) IMPORT PERMIT NUMBER 06-104 IMPORT SERIAL NUMBER 062826 NET WEIGHT 27889 KG OF FROZEN LAMB MECHANICALLY DEBONED MEAT, UNDENATURED, SHRINKWRAPPED BLOCK COUNT 1044 (36 BLOCKS/PALLET) IMPORT PERMIT NUMBER 06-104 IMPORT SERIAL NUMBER 062827 NET WEIGHT 27256 KG TOT PKGS 59 PACKAGES FDA REGISTRATION NUMBER HASTINGS PLANT - 10252537256 COLD STORAGE - 19079992724 APHIS PERMIT NUMBER C-124296 2ND NOTIFY: THOMAS J. SCHNAPP MEATEOR FOODS LTD 185 BUNKER PLACE DRIVE SANTA ROSA BEACH, FLORIDA 32459 850-622-0087 FREIGHT PREPAID CARGO IS STOWED IN A REFRIGERATED CONTAINER SAT THE SHIPPER'S REQUESTED CARRYING TEMPERATUOF -20 DEGREES CELSIUS",65566
"LAWRENCE WHOLESALE LLC","CHILLED BEEF EST NO.: 423",13543
"PEGASUS MARITIME INC","PRINTED AND ADHESIVE LAMINATED FLEXIBLE PACKAGING MATERIAL OF MULTILAYERS HS CODE. 3 923.90.90 FREIGHT COLLECT EXPORTER REFERENCE NUMBER: 4 1099008981 1)ORIGIN DOME STIC / INLAND :PREPAID BASIS 2)ORIGIN THC: PREPAID BASIS INVOICE PARTY : NOBLE SHIPPIN G PVT LTD ++++++++++++++++++ +++++ 1)OCEAN : COLLECT BASI S 2)DESTINATION THC: COLLECT BASIS 3)DESTINATION DOMESTI C / INLAND: COLLECT BASIS IN VOICE PARTY : PEGASUS MARITIME INC",4584
"COSTCO WHOLESALE","K/D WOODEN FURNITURE COSTCO ACCOUNT",7500
"WAL-MART STORES, INC.","EASTER LIGHT UP PEN P.O.NO 1001739779 ITEM NO. 1821391 HTS CODE 9608100000 GLN0078742000008 PO TYPE 0043",1183
"UNITED CARGO MANAGEMENT, INC.","FORGED STEEL BALL FORGED STEEL BALL FORGED STEEL BALL BUILDING MATERIAL (FORGED STEEL BALL) A/C ME GLOBAL FORGED STEEL BALL FORGED STEEL BALL FORGED STEEL BALL FORGED STEEL BALL FORGED STEEL BALL FORGED STEEL BALL FORGED STEEL BALL",200300
"ZOO MED LABORATORIES INC.","COMPRESSED COIR FIBRE PITH COMPRESSED COIR FIBRE PITH BRIQUETTES SHRINKED WRAPPED IN CARTONS (19,468.80KGS) (26 PALLETS) (1,248 CARTONS)(29,952 PCS) NET WEIGHT 19468.80 KGS H.S.CODE 5305.00.0000",19960
"NISSIN INTERNATIONAL TRANSPORT","SHIPPER-S LOAD & COUNT 1X20-SOC TANK CONTAINER (IN BULK) ============== PRODUCT NAME:SUPER PURE AMMONIUM HYDROXIDE (ELM) IDENTIFICATION:BR-NYI85255 AMMONIA IN AQUEOUS SOLUTION HTS CODE:2814.20 (CLASS 8 UN2672) INVOICE NO.MPC4512174 EMERGENCY CONTACT:+1-703-527-3887(CHEMTREC) CONTRACT NO14409 MDLU2200296:FJ00973 FJ00974 FREIGHT PREPAID AS ARRANGED'WAY BILL'",15290
"WAL-MART STORES, INC.","50 CARTONS -DO- ITEM NUMBER: 2591073",6602
"SOJITZ CORPORATION OF AMERICA","NONWOVEN FABRIC",8835
"UNITED CARGO SYSTEMS, INC","COMMUNICATION CABLE 38CTNS=1PALLET COMPUTER CABEL PO#153044&153047 43CTNS=2PALLETS COMMUNICATION CABLE 651CTNS=17PALLETS",5884
"PACIFIC CORAL SEAFOOD CO. INC.","4000 BOX DE PESCADO CONGELADO 18143,88 KG NETO 21409.77 KG BRUTO DAE 028-2013-40-00023742 FACTURA COMERCIAL 001-001-0000791 TEMPERATURA -20C FREIGHT PREPAID FCL/FCL",21410
"LIMSON TRADING, INC","1050 CS GREEN OLIVES IN BRINE PACKED IN JARS PO 32302 FMC CONTRACT #67727",19430
"TO THE ORDER OF: WORLD FINER FOODS","240 CASES HEARTS OF PALM T & C 12-14 OZ. REESE SID 1996.01.11/002 300 X 408 936 CASES HEARTS OF PALM PREMIUM 12-14.5 OZ. RESSE SID 2001.09.17/001 301 X 403 FOOD FACILITY REGISTRATION NUMBER 17258601802 FCE 10737 NET WEIGHT5757 ORDER 250942 INVOICE 1491217760. PARTIDA ARANCELARIA: 20 - 08 - 91",8821
"HIGH LINER FOODS INC.","FROZEN PACIFIC COD BLOCK FROZEN PACIFIC COD FILLET",11819
"WAL-MART STORES, INC.","100PCT CTN REACTIVE SOLID DYED FLANNEL SHEET SET P/O 30517 77805",108
"TOTES ISOTONER CORP IN CARE OF:","LADIES SLIPPERS SDD CINCINNATI, OH FREIGHT COLLECT FREIGHT COLLECT LADIES SLIPPERS SDD CINCINNATI, OH FREIGHT COLLECT FREIGHT COLLECT",13989
"GM ORION - OR","= 2 PALLET(S) COMONENT PARTS (ORIGINAL E QUIPMENT) FOR COMPLETITION OF NEW MOTOR V EHICLES DETAILED DESCRIPTION AS PER INVOI CE: 1074954 1074955",69
"WAL-MART STORES, INC.","FCL/FCL MINI SKATEBOARD P.O.NO.:9251870500 ITEM NO. : 761645 HTS CODE : 9503000080 DEPARTMENT NO.: 00007 GLN:0078742000008 PO TYPE:0023 S/C :05-0242 FREIGHT COLLECT TOTAL:8/13 PART OF 1X40-HQ CONTAINER ONLY SEE OTHER BILLS:SZ2530983,SZ2530988,SZ2531067,SZ2531068 31069,SZ2531070,SZ2531071,SZ2531073,SZ2531074 31075,SZ2531076,SZ2531077",4224
"COSTCO WHOLESALE CORPORATION","STAINLESS STEEL COOKWARE STAINLESS STEEL COOKWARE PO.NO.175-0206-665 CPSIA URL-WWW.COSTCOCPSIA.COM SHIPPER-S CERTIFY THAT THIS SHIPMENT CONTAINS NO SOLID WOOD PACKAGING MATERIAL HTS NUMBER 732390045",9784
"MACK TRUCKS","SPRING-OP/WEIGHT-OP MOTORS SPRING-OP/WEIGHT-OP MOTORS SPRING-OP/WEIGHT-OP MOTORS SPRING-OP/WEIGHT-OP MOTORS SPRING-OP/WEIGHT-OP MOTORS",96981
"WALONG MARKETING, INC.","GREEN MUNG BEAN (1626687) 0713.31.90 100 CTNS GREEN MUNG BEAN (1626723) 0713.31.90 150 CTNS PEELED SPLIT MUNG BEAN (1626724) 0713.39.90 100 CTNS RICE STICK 1 MM (1603132) 1902.19.90 100 CTNS RICE STICK 5 MM (2603318) 1902.19.90 285 CTNS FISH SAUCE (1612073) 2103.90.30 200 CTNS AS PER INVOICE NO.59457 WAL DATED 19 08 2014SHIPPERS DESIRE TO STATE THAT TRANSHIPMENT AT SINGAPORE VIA BREMEN EXPRESS 034E ON BOARD VESSEL: NOBLE MATAR V.S919 AT LAEM CHABANG ON 1.SEP.2014",15325
"NEPTUNE INTERNATIONAL GROUP INCORPO","737NG VERTICAL FIN XAC1294,1295",4800
"MARVEL INTERNATIONAL INC","FROZEN FRENCH FRIED POTATOES",21132
"GENERAL MOTORS LAKE ORION ASSEMBLY","SHAFT ASSEMLY FRONT DRIVE RH/LH",19214
"GREAT AMERICAN SEAFOOD IMPORTS CO.","1300 CTN 1,300 CARTONS OF FROZEN RAW HEADLESS SHELL ON WHITE VANNAMEI SHRIMP PRODUCT OF MALAYSIA 'SHRIMP RIVER' BRAND INV. NO. S030-0707033 FDA REGISTRATION NUMBER 13740950332 TOTAL NET WEIGHT 31,200 LBS FREIGHT PREPAID",19240
"SUNNYWELL SEAFOOD TRADING CO.,LLC","FROZEN IMITATION CRAB MEAT SURIMI SALAD STICKFROZEN IMITATION CRAB MEAT SURIMI FLAKESFROZEN IMITATION CRAB MEAT SURIMI CHUNK STICKFROZEN BREADED IMITATION SCALLOP FROZENBREADED SURIMI CRAB CLAW WITH REAL CLAWFROZEN FISH BALLS TEMPERATURE SET AT -18DEGREE CENTIGRADE AT THE REQUEST OF THESHIPPER",17884
"WALONG MARKETING, INC.","2420 CTN OF PO 90012986 1420 CTNS OF FLYING ELEPHANT WAFER STICK-CHOCOLATE (6 JARS X 950 GR) 700 CTNS OF FLYING ELEPHANT WAFER STICK-STRAWBERRY (6 JARS X 950 GR) 300 CTNS OF FLYING ELEPHANT WAFER STICK-PANDAN (6 JARS X 950 GR) S/C 5110621A06 CONTAINER STOWED UNDERDDECK, AWAY FROM BOILER/ENGINE ON ANY SOURCE OF HIGH TEMPERATURE 1ST TRANSHIPMENT AT SINGAPORE BY MOL LIBERTY V. 73197 OR SUBSTITUTE FRE",16722
"WAL-MART STORES, INC.","GARMENTS 40 CASES 100 % COTTON 6PK TERRY KITCHEN TOWELS,8PK WAFFLE DISHCLOTHS, 12PK BARMOP DISHCLTOHS & 2PK DOBBY WEAVE KITCHEN TOWELS (PROCESSED WOVEN MADE UPS- POWERLOOM) 6PK TERRY KITCHEN TOWEL ITEM NO 002043156,002043086,002043149 HTS NO 6302.60.00.10 CAT NO 369 (D) TOTAL CARTONS 213 8PK WAFFFLE DISHCLOTH ITEM NO 002043212,002043233,002043226, 002043219 HTS NO 6307.10.20.27 CAT NO 369 (O) TOTA",11679
"HELLMANN WORLDWIDE LOGISTICS SA","16 PALLETS 394 BOXES WITH 3152 PLASTIC AND VINYL PART FOR USE AUTOMOTIVE HC 8708.29 CONSOLIDATED CARGO",5080
"TO THE ORDER OF HANMI BANK","FABRIC OF C/T DENIM 65'10OZ",12520
"WAL-MART STORES,INC","FRESH GRAPES VARIETY 1350 RED SEEDLESS 3375 BLACK SEEDLESS P.O.3300251940 PO ITEM 009459482 P.O.3300252091 PO ITEM 009459559 REFRIGERATED CARGO 63 PALL NOT FUMIGATED",46950
"PREFERRED FREEZERS OF ELIZABETH","FROZEN TUNA SAKU A FROZEN TUNA SAKU A REEFER CONTAINER TEMPERATURE SET AT -18.0 DEGREES CELSIUS",10818
"SEA MASTERS OF ATLANTIC","AUDITED FREIGHT PREPAID REFRIGERATED CARGO CARGO IS STOWED IN A REFRIGERATED CONTAINER SAT THE SHIPPER'S REQUESTED CARRYING TEMPERATUOF -21 DEGREES CELSIUS 213 CARTONS FROZEN BONELESS MUTTON LEG CHUMP 130 CARTONS FROZEN BONE IN MUTTON LEG CHUMP O55 CARTONS FROZEN BONE IN MUTTON LOIN 156 CARTONS FROZEN BONE IN GOAT CARCASE PIECENET WEIGHT: 13039.44 KG TOTAL 554 CARTONS",16363
"PEGASUS MARITIME INC.","H.D.P.E.BAGS FREIGHT PREPAID",13842
"UNITED CARGO MANAGEMENT,INC.","1500CTNS FOOD PROCESSOR PO 12096 NO SOLID WOOD PACKING MATERIALS SHIPPER S LOAD STOW COUNT & SE AL SHIPPED ON BOARD FREIGHT COLLECT",85500
"WAL-MART STORES INC.","VERTICAL WEAVE FABRIC LINED TRAY VERTICAL WEAVE BASKET VERTICAL WEAVE FABRIC LINED BASKET GRASS STORAGE BASKET HORIZONTAL WEAVE WITH FABRIC LINER WILLOW LAUNDRY BASKET H.T.S:4602191800/460219120 0 GLN NO:0078742000008 SHIPPER-S DESIRE TO STATE THAT THIS SHIPMENT CONTAINS NO REGULATED WOOD PACKING MATERIAL",10588
"HELLMANN WORLDWIDE LOGISTICS","AUDITED 126 ROLL(S) AUTOMOTIVE TEXTILE EXPRESS BILL OF LADING - NO ORIGINAL B/L ISSUED FREIGHT PREPAID",10658
"FIRMENICH INC.","UBF-TW-352-A-CAST-KOSHER",106
"SUN LEE, INC.","RICERICERICERICERICERICERICERICETHAI WHITE JASMINE RICEPACKING IN SINGLE PP.(1006.3015-002)PACKED IN 50 LBS. PER BAG.N.W. 154.36000 M-TONS.G.W. 154.90400 M-TONS.AS OUR EXPORT REFERENCENO. TR110563",154904
"HELLMANN WORLDWIDE LOGISTICS INC.","SHEET SETS, FLAT SHEETS AND PI AH8017 HLMNBAH8018 HLMNBAH80 OC/BHP-02",18964
"THE GREAT FISH COMPANY","IQF WHITING FILLETS SKIN ON,SCALED,BONELESS THIS SHIPMENT CONTAINS NO SOLID MAIL:MAYLING@WORLDWAY.US",20000
