FEI,Firm_Name ,Count_of_Operations,FDA483_Issued 
3011077166,Igor Puzanov MD,2,N
3011115342,Olaf Schmidt  M.D.,2,N
3011158222,Contract Pharmaceuticals Limited Canada,2,N
3011212396,Fronatge China Clinical Research Center,2,
3011267076,Susan Little  DVM,2,
3011268166,Richard Shultzaberger  M.D.,2,N
3011298375,Kathryn Lucas  M.D.,2,Y
3011298375,Kathryn Lucas  M.D.,2,
3011319707,Shreyaskumar R. Patel  MD,2,Y
3011332340,Ian Sarembock MD,2,N
3011340381,Indiana State Department of Health Laboratory,2,
3011392404,Abbas A. Shehadeh  M.D.,2,N
3011402550,Gregory L D'Angelo MD,2,Y
3011410703,Covidien LLC,2,N
3011410703,Covidien LLC,2,
3011416091,Dennis Swearingen  M.D.,2,N
3011460860,Rajesh Parekh  M.S.,2,
3011461045,Kempegowda Institute of Medical Sciences and Research Centre,2,
3011590614,Pasi Janne,2,N
3011652968,Beatrisa Boyadzhyan,2,N
3011778155,Clovis Oncology  Inc.,2,N
3011860080,Marberger  Adam D.  D.D.S.,2,Y
3011861600,Seaview Jacksonville  LLC,2,
3011906553,Ian Woollett  MD,2,N
3012035824,Qview Medical  Inc.,2,N
3012038210,S. Shamanna* Srikanta,2,Y
3012045161,Joanne Clark,2,Y
3012118007,Indivior Inc.,2,N
3012190934,Synergy Clinical Research  Inc.,2,
3012277951,Fabio Ciceri  M.D.,2,
3012603114,Giovanni Baranello  MD,2,
3012603131,Roberta Battini  MD,2,
3012604107,Adele D'Amico  MD  PhD,2,
3012604136,Tiziana Mongini  MD,2,
3012960233,Nitto Avecia Pharma Service  Inc.,2,Y
3012960233,Nitto Avecia Pharma Service  Inc.,2,
3012971227,Nitto Avecia Pharma Services  Inc,2,N
1016172,Solvay Pharmaceuticals Inc,1,N
1016427,Cordis Corporation,1,Y
1017768,Covidien  LLC,1,N
1019820,Crown Laboratories  Inc.,1,N
1020132,Eurofins Scientific Inc,1,
1025310,Diamond Products Company,1,
1028300,Valley Products Inc.,1,
1030278,Providence Hospital IRB,1,N
1030647,Phoebe Putney Mem Hosp Irc,1,N
1030669,D. D. Eisenhower Army Med. Ctr. - IRB,1,Y
1031599,Gills  James    (See 1039324),1,Y
1033223,Saint Thomas Hospital I.R.B.,1,
1034090,Mississippi State University IRB,1,N
1034130,Baptist Health South Florida  IRB,1,Y
1034130,Baptist Health South Florida  IRB,1,
1034259,Bay Medical Center IRB,1,N
1034510,St. Dominic Jackson Memorial Hospital IRB,1,N
1034510,St. Dominic Jackson Memorial Hospital IRB,1,
1034649,East Tennessee State University IRB,1,N
1034849,AMISUB (SFH)  Inc. d/b/a Saint Francis Hospital IRB #1,1,Y
1035048,GlaxoSmithKline,1,Y
1035672,University of South Carolina IRB,1,N
1035986,North Ridge Medical Center,1,
1036140,Halifax Medical Center - IRB,1,
1036175,Lee Memorial Health System IRC,1,N
1036175,Lee Memorial Health System IRC,1,Y
1036352,VistaPharm  Inc.,1,N
1036725,NABI  IRB,1,
1036868,Avanti Polar Lipids  Inc.,1,Y
1036868,Avanti Polar Lipids  Inc.,1,
1037073,Blount Memorial Hosp. Irb,1,N
1037358,East Tennessee Baptist Hospital IRB,1,N
1037425,Stroup  Steven L.  M.D.,1,Y
1037650,Chem Bac Labs Inc,1,
1037908,VA Medical Center       IRB,1,N
1037955,Dornier Medtech America  Inc.,1,N
1038074,Pitt County Memorial Hosp Irb,1,
1038796,Baptist Hospital Institutional Review Board,1,N
1038796,Baptist Hospital Institutional Review Board,1,Y
1038831,Lakeland Regional Medical Center IRB,1,Y
1039075,Henry A Frazer  Pharm D  Clinical Investigator,1,Y
1039451,West-Ward Pharmaceuticals Corporation,1,
1044140,Dawson Research & Consulting C,1,
1044680,Memphis VA Medical Center IRB,1,N
1044844,St. Jude Children's Research Hospital,1,Y
1044918,Mount Sinai Medical Center-IRB,1,Y
1044918,Mount Sinai Medical Center-IRB,1,
1045062,UNC Chapel Hill Office of Human Research Ethics,1,
1045159,Univ of TN College of Medicine Erlanger Health Systems IRC,1,N
1045167,University of Georgia IRB,1,N
1045167,University of Georgia IRB,1,
1045453,Medical University South Carolina IRB,1,
1045859,Bancalari  Eduardo/Md,1,Y
1046006,Bascom Palmer Eye Institute,1,
1046153,Medical College Of Georgia Human Assurance Committee,1,N
1046677,USF Institutional Review Board,1,N
1046677,USF Institutional Review Board,1,Y
1046677,USF Institutional Review Board,1,
1046818,Covance Cru Inc,1,Y
1047021,Veterans Affairs Medical Center Human Studies Subcommittee,1,N
1047167,Baptist Memorial Hospital Health Care Corporation IRB,1,N
1047168,Methodist Hosp Of Memphis(Irb),1,N
1047199,Parkway Regional Med Ctr Irb,1,
1047228,Hollywood Medical Center-Irb,1,
1047256,Clemson University Agricultural Science Center,1,N
1047256,Clemson University Agricultural Science Center,1,
1047738,Baptist Health IRC,1,Y
1047832,Foster James R/Md,1,
1048016,Mary Black Mem Hosp(Irb),1,Y
1049569,St. Joseph's  Hospital IRB,1,Y
1049657,Wuesthoff Health Systems - IRB,1,Y
1049716,WakeMed IRB,1,N
1049716,WakeMed IRB,1,Y
1049978,Auburn U. IRB #1,1,N
1049978,Auburn U. IRB #1,1,
1051276,Southern Institutional Review Board  Inc.,1,N
1051894,Culley  Carson C.  MD,1,
1051911,Palmetto General Hospital IRB,1,
1051995,Feldman  Robert L  Md,1,N
1052085,Sarasota Memorial Hospital-IRB,1,N
1052085,Sarasota Memorial Hospital-IRB,1,Y
1052085,Sarasota Memorial Hospital-IRB,1,
1052095,Mather  Sergio R.  M.D.,1,N
1052130,Holy Cross Hospital - IRB,1,
1052416,University of Florida IRB #3 At Jax,1,Y
1052485,Leonard R. Cacioppo  M.D.,1,N
1053022,Charles River Laboratories  Inc dba Charles River Endosafe,1,N
1053402,Dekalb Medical Center Irb,1,N
1053439,G&W NC Laboratories  LLC,1,Y
1053485,Octapharma Plasma  Inc.,1,N
1053485,Octapharma Plasma  Inc.,1,
1053496,Pillsbury  Harold C.  III (MD),1,N
1071473,The Blood Alliance  Inc.,1,
1071905,Interstate Blood Bank Inc,1,Y
1072427,ZLB Bioplasma  Inc.,1,
1072765,Tennessee Blood Services Corp,1,N
1082343,Brookwood Medical Center IRB,1,Y
1082343,Brookwood Medical Center IRB,1,
1111698,Strasburger & Siegel Inc.,1,
1119279,Bausch & Lomb Surgical  Inc.,1,N
1119523,Defense Health Clinical Systems,1,Y
1119523,Defense Health Clinical Systems,1,
1119550,The George Washington University Committee on Human Research,1,N
1119620,Pfizer  Inc. Consumer Healthcare,1,
1119715,Marshall University IRB,1,N
1119715,Marshall University IRB,1,Y
1119779,Becton Dickinson & Co.,1,Y
1119789,Anne Arundel Medical Center Irb,1,N
1119834,Armed Forces Institute of Pathology,1,
1119911,Salem Veterans Affairs Medical Center IRB,1,N
1119987,Johns Hopkins Medical Radioactive Drug Research Committee,1,Y
1120137,R I H S Committee Food&Drug,1,N
1120222,Chesapeake General Hospital IRB,1,N
1120718,BIOCON  Incorporated,1,Y
1120718,BIOCON  Incorporated,1,
1120762,Inova IRB,1,N
1120762,Inova IRB,1,Y
1120874,St Agnes Hospital IRB,1,N
1120874,St Agnes Hospital IRB,1,Y
1120965,Riverside Hospital Irb,1,Y
1121019,National Irb Pharmakinetics Ct,1,
1121206,Georgetown University IRB,1,N
1121206,Georgetown University IRB,1,Y
1121440,Maryland General Hospital Human Investigational Review Board,1,
1121588,Valley Health/Winchester Medical Center IRB,1,N
1121595,National Naval Med Ctr Irb,1,N
1121984,Monongalia General Hospital IRB,1,N
1121984,Monongalia General Hospital IRB,1,Y
1121984,Monongalia General Hospital IRB,1,
1122041,BioReliance Corporation,1,
1122160,Greater Baltimore Medical Center IRB,1,N
1122166,N I H National Cancer Institute IRB,1,Y
1122166,N I H National Cancer Institute IRB,1,
1122194,Byrd III  John Abbott  M.D.,1,Y
1122403,Paul F Schellhammer MD,1,Y
1122479,Clinical&Pharm Research Irb,1,
1122493,Maryview Medical Center Irb,1,
1122500,Ohio Valley Medical Center  Inc. IRB,1,N
1122507,The E & R Foundation  Inc. dba .......,1,Y
1122507,The E & R Foundation  Inc. dba .......,1,
1122508,Mary Washington Hospital IRB,1,Y
1171355,Cabell-Huntington Hospital,1,
1171815,Charleston Area Medical Center  Memorial Hospital,1,Y
1174349,Herbert J Thomas Memorial Association,1,Y
1177747,Children's National Medical Center IRB,1,N
1177747,Children's National Medical Center IRB,1,Y
1180792,Virginia Commonwealth University IRB,1,N
1180803,University of Virginia IRB for Health Sciences Research,1,N
1180803,University of Virginia IRB for Health Sciences Research,1,Y
1211811,The Dodge Company  Inc.,1,
1216486,Bayer HealthCare Pharmaceuticals Inc,1,N
1216700,Lapuck Laboratories  Inc.,1,Y
1216976,Underwriters Laboratories,1,N
1216976,Underwriters Laboratories,1,
1218029,American Distilling Inc.,1,N
1218029,American Distilling Inc.,1,
1219116,Greenwich Hospital IRB,1,Y
1219343,Haemonetics Corporation,1,N
1219343,Haemonetics Corporation,1,Y
1220394,Seracare Life Sciences,1,Y
1220423,Genzyme Corporation,1,N
1220951,Biogen,1,N
1220970,EMD Serono  Inc.,1,N
1221426,Boston Analytical  Inc.,1,N
1221426,Boston Analytical  Inc.,1,
1221506,Protein Sciences Corporation,1,N
1221842,VISX INCORPORATED  A SUBSIDIARY OF AMO INC,1,Y
1222147,OPK Biotech  LLC,1,
1260006,St. Anne Hosp Corp/Lfln Prog,1,Y
1281354,Lemuel Shattuck Hospital,1,Y
1282297,Prospect CharterCARE RWMC  LLC Human Research Review Comm,1,N
1282297,Prospect CharterCARE RWMC  LLC Human Research Review Comm,1,Y
1283010,Hartford Healthcare Institutional Review Board,1,Y
1283046,Institutional Review Board/VA Boston Healthcare System,1,N
1283046,Institutional Review Board/VA Boston Healthcare System,1,Y
1283221,Boston Children's Hospital IRB,1,Y
1283326,Pfizer Global Research & Development  Pfizer Inc.,1,N
1283339,The Waterbury Hospital Institutional Review Board,1,Y
1283359,Boston University Medical Center IRB,1,N
1283379,Baystate Medical Center IRB,1,N
1283379,Baystate Medical Center IRB,1,Y
1283386,St. Elizabeth's Medical Center of Boston/IRB,1,N
1283386,St. Elizabeth's Medical Center of Boston/IRB,1,Y
1283395,Griffin Hospital/IRB,1,Y
1283402,John M. Kirkwood  MD,1,N
1283402,John M. Kirkwood  MD,1,Y
1283407,Dana-Farber Cancer Institute Office Human Research Studies,1,N
1283421,University of Massachusetts Medical School IRB,1,N
1283481,Hallmark Health System IRB,1,N
1283505,Bruce Cutler  MD,1,Y
1283506,Selwyn A. Cohen  M.D.  Clinical Investigator,1,N
1283530,Ronald C. Savin  M.D.,1,Y
1283551,Memorial Hospital of Rhode Island IRB,1,
1283554,Danbury Hospital/Irc,1,N
1283554,Danbury Hospital/Irc,1,
1283555,Mt. Auburn Hospital,1,N
1283561,Eastern Maine Medical Center/IRB,1,N
1283561,Eastern Maine Medical Center/IRB,1,Y
1283563,Hospital of St. Raphael/IRC,1,Y
1283567,David R. Snydman  M.D.,1,N
1283597,The Hospital of Central Connecticut,1,Y
1283674,SouthCoast Hospitals Group IRB,1,N
1283674,SouthCoast Hospitals Group IRB,1,Y
1283717,Jordan Hospital/Irb,1,Y
1283728,Southern Maine Medical Center/irb,1,
1283750,St. Mary's Regional Medical Center IRB,1,N
1283750,St. Mary's Regional Medical Center IRB,1,
1283751,Schepens Eye Research Institute Human Studies Committee,1,N
1283756,North Shore Medical Center IRB,1,N
1283783,Lowell General Hospital/IRB,1,N
1283783,Lowell General Hospital/IRB,1,Y
1283787,Joseph Biederman  M.D.,1,Y
1283787,Joseph Biederman  M.D.,1,
1283800,Stamford Hospital Institutional Review Board,1,Y
1283800,Stamford Hospital Institutional Review Board,1,
1287371,Beckman Coulter  Inc.,1,
1310337,Wyeth Pharmaceuticals Inc.  a subsidiary of Pfizer  Inc.,1,Y
1311921,Liberty Research Inc.,1,N
1311921,Liberty Research Inc.,1,Y
1313807,Becton Dickinson Medical Systems,1,N
1313807,Becton Dickinson Medical Systems,1,
1314412,Kendall  a division of TycoHealthcare Group LP,1,N
1315082,Pfizer Research Chazy DSRD,1,N
1316169,John J. Condemi  MD,1,N
1316257,iuvo Bioscience Operations  LLC,1,
1316276,Weiner  Leonard B. M.D.,1,N
1316285,St Peters Hospital Irb,1,N
1316291,St Josephs Hosp Hlth Ctr Irc,1,N
1316319,Roswell Park Cancer Institute,1,Y
1316319,Roswell Park Cancer Institute,1,
1316432,Women and Childrens Hospital Of Bflo Irb,1,N
1316439,Central Radiopharmaceutical Services  Inc.,1,N
1316439,Central Radiopharmaceutical Services  Inc.,1,Y
1317284,Rochester Regional Health System,1,N
1317284,Rochester Regional Health System,1,Y
1317297,University Of Rochester RSRB,1,N
1317297,University Of Rochester RSRB,1,Y
1317333,The Mary Imogene Hospital Inc - IRB,1,N
1317348,Roswell Park Cancer Inst Irb,1,N
1317350,Va Medical Center Syracuse - Human Studies Subcommittee,1,Y
1317459,Bureau Veritas Consumer Products Services Inc.,1,
1317529,Kenmore Mercy Hospital Irb,1,
1317550,SUNY Upstate Medical University IRBPHS,1,
1317744,Cornell University IRB,1,N
1318280,Our Lady Of Lourdes Irb,1,N
1318709,Bionique Testing Labs Inc,1,Y
1319276,Pharmassist Inc.,1,Y
1371704,Kaleida Health - Buffalo General Hospital,1,Y
1418028,SGS Life Science Services,1,Y
1419367,IIT Research Institute,1,N
1419388,University of Illinois at Urbana-Champaign IRB,1,Y
1419832,Actavis Incorporated,1,Y
1420310,University of Illinois at Chicago IRB,1,N
1420310,University of Illinois at Chicago IRB,1,Y
1420310,University of Illinois at Chicago IRB,1,
1420401,Northwest Comm Hospital IRB,1,N
1420401,Northwest Comm Hospital IRB,1,Y
1420422,Allied Laboratories Corp.,1,
1420472,Gottlieb Memorial Hospital IRB,1,
1420619,St. Mary's Hospital IRB,1,N
1421275,Bodycote Testing Group - Polymers,1,Y
1421419,FHN Institutional Review Committee,1,N
1421419,FHN Institutional Review Committee,1,Y
1470158,IRB University of Chicago Biological Sciences Division,1,Y
1470159,Ann and Robert H. Lurie Children's Hospital of Chicago IRB,1,N
1470159,Ann and Robert H. Lurie Children's Hospital of Chicago IRB,1,Y
1470162,Subcommittee on Human Stds,1,N
1470174,Michael Reese Hosp & Med IRB,1,
1470176,Loyola University Medical Center IRB,1,N
1470176,Loyola University Medical Center IRB,1,Y
1470182,Cook County Bureau of Health Services IRB/Scientifc Committe,1,N
1470185,Evanston Northwestern Healthcare IRB,1,N
1470185,Evanston Northwestern Healthcare IRB,1,Y
1470216,Mt. Sinai Hospital Medical Center IRB,1,Y
1470238,Swedish American Hosp IRB,1,N
1470308,Springfield Committee for Research Involving Human Subjects,1,N
1470308,Springfield Committee for Research Involving Human Subjects,1,Y
1471704,Mercy Hospital Medical Center IRB,1,Y
1472940,Advocate Health Care IRB,1,
1472952,HIC: IRB of MacNeal Health Services Corporation,1,Y
1472969,Carle Foundation Hospital IRB,1,N
1472969,Carle Foundation Hospital IRB,1,Y
1472984,Ingalls Memorial Hospital IRB,1,Y
1472987,Central Dupage Hospital R/M/C(IRB),1,N
1472989,OSF St. Anthony Medical Center IRB,1,N
1472989,OSF St. Anthony Medical Center IRB,1,Y
1472995,Lentino M.D. Ph.D. Joseph R.,1,Y
1473008,Swedish Covenant Hospital IRB,1,Y
1518957,Nostrum Laboratories  Inc.,1,N
1521654,Hilltop Research,1,N
1522277,Procter & Gamble Co,1,
1523399,The Procter & Gamble Co.,1,N
1523658,Battelle Memorial Institute,1,N
1523743,TriHealth IRB,1,Y
1523774,Belmonte Park Laboratories,1,
1523979,Nationwide Children's Hospital IRB,1,Y
1523979,Nationwide Children's Hospital IRB,1,
1524100,Grant Medical Center/Doctors Hospital IRB,1,N
1524100,Grant Medical Center/Doctors Hospital IRB,1,
1525494,Thomas T Macejko MD,1,N
1525548,Aultman Health Foundation HRRB,1,N
1525548,Aultman Health Foundation HRRB,1,Y
1525577,St. Vincent Charity Medical Center,1,Y
1525743,Firelands Regional Medical Center IRB,1,Y
1526015,Mercy Medical Center Inc. IRB,1,N
1526015,Mercy Medical Center Inc. IRB,1,Y
1526166,Summa Health System IRB,1,N
1526166,Summa Health System IRB,1,Y
1526203,Christ Hospital IRB,1,N
1526341,Miami Valley Hospital-IRB,1,N
1526341,Miami Valley Hospital-IRB,1,
1526530,Fisher Josef E Md,1,
1527245,Neoprobe Corporation,1,Y
1527260,Q Laboratories Inc,1,N
1527294,Martin B. Scharf  Ph.D.,1,Y
1527330,OhioHealth Corporation Institutional Review Board #1,1,Y
1527394,Mount Carmel Health System IRB,1,N
1527394,Mount Carmel Health System IRB,1,Y
1527395,Genesis Healthcare IRB,1,N
1527480,Schulman Associates IRB,1,N
1527691,Advanced Testing Laboratory Inc,1,
1527772,Baptist Health Lexington IRB,1,N
1527772,Baptist Health Lexington IRB,1,Y
1527774,New Lexington Clinic PSC IRB,1,N
1527774,New Lexington Clinic PSC IRB,1,Y
1527830,West Monarch Analytical Laboratories LLC,1,Y
1527901,Saint Joseph Healthcare IRC,1,Y
1527901,Saint Joseph Healthcare IRC,1,
1527993,Our Lady Of Bellefonte Hosp IRB,1,Y
1580379,Gilbert J Schiff MD,1,N
1610021,NCH Corporation,1,Y
1611354,Wellmark International dba Central Life Sciences,1,N
1611354,Wellmark International dba Central Life Sciences,1,Y
1614272,Southwest Research Institute,1,
1616819,Oklahoma Medical Research Foundation,1,N
1616819,Oklahoma Medical Research Foundation,1,Y
1617957,Industrial Laboratories,1,
1619859,Professional Service Industries  Inc,1,
1622847,University of Oklahoma Health Science Center IRB,1,Y
1625446,Carrington Laboratories  Inc,1,N
1625446,Carrington Laboratories  Inc,1,Y
1625730,University of Texas Medical Branch IRB,1,N
1626181,Texas Biomedical Research Institute,1,Y
1626308,Christus St Joseph Hospital - IRB,1,N
1626308,Christus St Joseph Hospital - IRB,1,
1626466,Robert H Stewart  MD  PI,1,N
1626535,Univ Of NM School Of Medicine Human Research Review Committe,1,N
1626535,Univ Of NM School Of Medicine Human Research Review Committe,1,Y
1626535,Univ Of NM School Of Medicine Human Research Review Committe,1,
1626815,Texas A & M University IRB,1,N
1626870,Robert B. Couch  M.D.  P.I.,1,N
1627051,Texas Tech University Health Science Center IRB,1,Y
1627277,University of Texas Health Science Center at Houston IRB,1,Y
1627349,Kelsey Research Foundation,1,N
1627588,Arlington Memorial Hospital IRC,1,N
1627803,Carbomedics  Inc,1,N
1627803,Carbomedics  Inc,1,
1628051,Louis F Fabre  Md/Clin Inv,1,
1628272,Methodist Healthcare System IRB,1,N
1628272,Methodist Healthcare System IRB,1,Y
1628447,Cerilliant Corporation,1,Y
1628617,Primate Research Int Of Nmsu,1,
1628880,Roy M Fleischmann  Dr,1,N
1628885,Presbyterian Healthcare Services IRB,1,N
1628885,Presbyterian Healthcare Services IRB,1,Y
1629034,Methodist Health System IRB,1,N
1629034,Methodist Health System IRB,1,
1629880,Sierra Providence Health Network IRB,1,Y
1629940,Steven G Chrysant  Clin Inv,1,Y
1640279,Austin Multi- Institutional Review Board  Inc.(non-profit),1,Y
1640310,Valley Baptist Medical Center  Irb,1,Y
1640704,The Medical Center of Plano IRB,1,N
1640704,The Medical Center of Plano IRB,1,Y
1640768,Agri Research Center  Inc,1,
1640780,Jacob Alexander Hair PhD,1,N
1640975,Cook Childrens Health Care System IRB,1,N
1640975,Cook Childrens Health Care System IRB,1,Y
1641396,Texas Tech University Health Science Center,1,N
1641399,Presbyterian Hospital Dallas/Irb,1,N
1641399,Presbyterian Hospital Dallas/Irb,1,
1641485,San Juan Reg Med Center    Irc,1,Y
1641521,Nova Biologicals  Inc,1,N
1641521,Nova Biologicals  Inc,1,
1641554,Oklahoma Blood Institute - IRB,1,N
1641554,Oklahoma Blood Institute - IRB,1,Y
1642100,Christus Santa Rosa Health Care - IRB,1,
1642735,U Texas Austin IRB #1,1,Y
1643180,David Y. Graham  M.D.,1,N
1643375,Central Texas Health Research,1,
1643401,RCRC Independent Review Board (IRB),1,N
1643401,RCRC Independent Review Board (IRB),1,Y
1643502,Robert Laibovitz  Md/Clin Inv,1,
1643747,Integris Baptist Medical Center IRB,1,N
1643747,Integris Baptist Medical Center IRB,1,Y
1643868,Frederick Bieberdorf  Md,1,N
1643868,Frederick Bieberdorf  Md,1,Y
1671462,Blood Systems  Inc,1,
1673990,Driscoll Foundation Children Hospital,1,N
1675434,Integris Southwest Medical Center IRB,1,
1710034,Becton Dickinson Medical Systems,1,Y
1717276,The Industrial Laboratories Company  Incorporated,1,N
1717276,The Industrial Laboratories Company  Incorporated,1,
1717759,Sandoz Incorporated,1,N
1718723,Horton Feedlots  Inc.,1,Y
1718842,IHC Urban Central Region Research Human Rights Committee,1,
1718955,Memorial Hospital  Irc,1,Y
1718955,Memorial Hospital  Irc,1,
1719368,Poudre Valley Health System - IRB,1,N
1719368,Poudre Valley Health System - IRB,1,Y
1719535,CARE Research  LLC,1,N
1719535,CARE Research  LLC,1,Y
1719894,St. Alexius Medical Center IRB,1,N
1720426,HealthONE Rose Medical Center IRRB,1,
1720550,Nathan  Robert A.  MD,1,Y
1720926,Pyxant Labs  Inc.,1,N
1721497,Ogden Regional Medical Center IRB,1,N
1721497,Ogden Regional Medical Center IRB,1,Y
1721635,Avera Institutional Review Board,1,N
1721872,St Mark's Hospital Institutional Review Board,1,
1770182,Merit Care Health Systems IRB,1,Y
1770188,Kalispell Regional Medical Center  Inc. IRB #4,1,Y
1770729,Institutional Review Board of Billings Inc,1,
1773186,MedCenter One Research & Ethics Committee,1,N
1774557,Mercy Medical Center IRB,1,Y
1789009,Colorado Quality Research  Inc.,1,N
1810030,The Dow Chemical Co.,1,Y
1810909,Ascensia Diabetes Care US  Inc.,1,N
1810909,Ascensia Diabetes Care US  Inc.,1,
1813181,MPI Research  Inc.,1,
1818086,Pfizer  Inc.,1,Y
1818086,Pfizer  Inc.,1,
1821711,Dr. Gary E. Ruoff  M.D.,1,N
1822649,George J. Brewer  M.D.,1,Y
1822649,George J. Brewer  M.D.,1,
1822887,U of M Nuclear Pharmacy,1,Y
1824209,Veterans Administration Medical Center IRB,1,N
1824473,Pfizer  Inc.,1,N
1824473,Pfizer  Inc.,1,Y
1824473,Pfizer  Inc.,1,
1824616,Wayne State University IRB,1,
1824681,Acura Pharmaceuticals  Inc.,1,N
1824681,Acura Pharmaceuticals  Inc.,1,
